node1,node2,relation
CID000003198,CID000004594,C0011991
CID000003672,CID000005203,C0265031
117155,79837,interacts
CID000003419,CID000005090,C0004093
CID000003016,CID000667490,C0042963
CID000005212,CID000110635,C0497247
CID000003333,CID000077999,C0032285
5434,109,interacts
CID000003345,CID000004616,C0042963
CID000004173,CID000004425,C0085584
CID000002812,CID000003957,C0024050
CID000003386,CID000003696,C0015672
CID000002662,CID000003652,C0267716
CID000003386,CID000004674,C0162429
CID000003440,CID000004740,C0041582
CID000002160,CID000003345,C0022408
CID000004168,CID000004900,C0040435
CID000002267,CID000002477,C0149531
CID000004594,CID000005478,C0003850
CID000004740,CID000004909,C0000731
CID000004736,CID000005523,C0014868
CID000000444,CID000005152,C0003123
CID000004585,CID004475485,C0032310
CID000002250,CID000005402,C0033774
CID000002662,CID000002676,C0037763
CID000004594,CID000005645,C0026896
CID000003385,CID000003750,C0702166
CID000003639,CID000060787,C0007642
CID000001302,CID000002244,C0004245
CID000004539,CID000004873,C0040822
CID000002118,CID000004499,C0015469
10089,779,interacts
CID000004583,CID000060147,C0497327
23376,115290,interacts
CID000005645,CID000005647,C0012569
CID000003478,CID000004609,C0004610
CID000003478,CID000038904,C0020488
CID000002541,CID000004609,C0021311
29927,2081,interacts
CID000004171,CID000039765,C0034063
CID000004635,CID000083786,C0011206
CID000002907,CID000005647,C0015695
CID000002088,CID000002284,C0575081
CID000002806,CID000060835,C0014118
CID000002083,CID000002524,C0575081
CID000003648,CID000003878,C0085624
4763,3815,interacts
CID000005090,CID000005732,C0041657
CID000001971,CID000002022,C0018681
CID000003121,CID000060854,C0004093
CID000004510,CID000004771,C0008031
CID000005496,CID000005732,C0014518
CID000003062,CID000004745,C0398353
CID000003154,CID000005039,C0041657
CID000001690,CID000002462,C0032285
2312,51371,interacts
9969,8202,interacts
CID000002895,CID006398525,C0009806
CID000003161,CID000003878,C0039446
CID000004107,CID000062924,C0018800
CID000005717,CID000054688,C0010709
CID000002249,CID000005212,C0024050
CID000004428,CID000005203,C0002871
CID000003410,CID000150311,C0497247
CID000003310,CID000038904,C0917798
CID000003446,CID000004173,C0243026
CID000001983,CID000002803,C0030196
CID000005391,CID000005523,C0035305
CID000104865,CID005311297,C0032231
CID000004585,CID000005656,C0033975
CID000004173,CID000004900,C0038220
CID000004253,CID000123620,C0012813
CID000003878,CID000004909,C0023895
CID000002244,CID000160051,C0020458
CID000004679,CID000034312,C0015256
CID000003325,CID000004409,C0002871
CID000004095,CID000005523,C0030552
CID000003639,CID000054454,C0032617
CID000003003,CID000003954,C0002871
CID000000942,CID000003954,C0043144
CID000003348,CID000004259,C0030193
CID000002895,CID000004927,C0007785
CID000003648,CID005281007,C0342579
CID000003403,CID000004510,C0043094
CID000005376,CID000104741,C0017152
139818,57381,interacts
CID000002646,CID000054688,C0011860
CID000000581,CID000001983,C0026946
CID000003405,CID000004927,C0018939
79753,22794,interacts
CID000006691,CID000068740,C0522055
CID000003639,CID000123606,C0020456
CID000003032,CID000004674,C0029400
CID000002658,CID000005379,C0013384
CID000002083,CID000003793,C0162297
CID000000942,CID000004635,C0036983
CID000002955,CID000003121,C0011848
CID000003059,CID000005732,C0008767
CID000002554,CID000003310,C0029408
CID000003702,CID000004927,C0042024
CID000000772,CID000003121,C0014549
23376,146330,interacts
85026,138804,interacts
CID000002550,CID000003883,C0042571
CID000005487,CID000005523,C0009241
51088,140458,interacts
CID000001972,CID000005038,C0009676
5934,2146,interacts
6231,10412,interacts
7322,55182,interacts
CID000059708,CID000060795,C0014549
CID000003639,CID000024011,C0020517
CID000002244,CID005311027,C0016204
CID000002771,CID000004599,C0003862
CID000060147,CID000062924,C0162429
CID000004873,CID006398525,C0041834
CID000003143,CID000104741,C0038999
CID000004894,CID000077999,C0027404
CID000000838,CID000001302,C0032285
CID000003324,CID000003365,C0029443
CID000002803,CID000003478,C0002884
CID000002803,CID000002907,C0043096
CID000004900,CID000005978,C0151971
CID000004091,CID000005466,C0005747
CID000004168,CID005311048,C0034212
CID000005005,CID000005523,C0010054
CID000002471,CID000028112,C0022104
CID000003883,CID000152945,C0005758
CID000002088,CID000002756,C0013295
4726,9218,interacts
CID000003143,CID000004212,C0043096
CID000003826,CID000005656,C0009806
CID000002802,CID000003454,C0043094
CID000000838,CID000004927,C0002871
351,5585,interacts
CID000002554,CID000004253,C0029443
CID000003222,CID000003446,C0033581
CID000005152,CID005311297,C0024121
CID000000853,CID000002713,C0000737
CID000000598,CID000005426,C0036983
CID000003652,CID000005090,C0003123
CID000002801,CID000003339,C0035078
CID000003648,CID000003929,C0231218
CID000002250,CID000002369,C0013144
8106,3575,interacts
CID000002162,CID000064147,C0027080
23272,11151,interacts
CID000003032,CID000077999,C0007787
CID000004635,CID000054454,C0221245
CID000004449,CID000004614,C0042025
CID000002907,CID000005372,C0235896
CID000002083,10886,targets
CID000002369,5733,targets
CID000001775,CID000002550,C0085631
CID000002462,CID000002803,C0004096
CID000002520,CID000003348,C0014868
79991,545,interacts
CID000005029,CID000005472,C0027497
CID000003639,CID000150311,C0678222
CID000005656,CID004475485,C0282488
CID000003463,CID000068740,C0011175
CID000004583,CID000004614,C0232492
CID000003386,CID000004449,C0037672
CID000001972,CID000003414,C0003962
CID000004900,CID000047725,C1384666
7297,3568,interacts
CID000003961,CID000004946,C0008350
CID000003385,CID000005203,C0027947
3336,4329,interacts
CID000004485,CID000038904,C0235527
653857,4645,interacts
CID000003488,CID000123620,C0027121
CID000003345,CID000004064,C0012833
CID000004173,CID000005152,C0035258
134,51289,interacts
CID000003016,CID000123620,C0032290
CID000003446,CID000068740,C0029408
CID000004594,CID000005402,C0162316
CID000000444,CID000002244,C0008033
CID000002806,CID000004594,C0003872
CID000002471,CID000003419,C0043352
CID000003516,CID000004052,C0004144
6924,8458,interacts
1814,9294,interacts
CID000003446,CID000005719,C0152025
CID000003345,CID000005267,C0010032
CID000001071,CID000005732,C0019291
CID000003676,CID000004594,C0036396
CID000000937,CID000003333,C0001430
CID000003702,CID000004168,C0019080
83439,5460,interacts
5997,1312,interacts
3320,55735,interacts
CID000002771,CID000003062,C0085680
151742,2322,interacts
CID000002771,CID000005719,C0497247
CID000004168,CID004475485,C0023646
CID000004409,CID000005245,C0020458
CID000002244,CID000003749,C0010054
CID000004173,CID000004946,C0027441
CID000002160,CID000004634,C0022658
CID000002250,CID000060843,C0149726
CID000002083,CID000027661,C0009938
6240,4833,interacts
10520,10155,interacts
60488,29093,interacts
CID000003032,CID000003062,C0013298
CID000000444,CID000003157,C0026848
3015,8243,interacts
CID000002471,CID000004585,C0022661
64105,54821,interacts
CID000004873,CID000176870,C0836924
CID000002153,CID000005073,C0009421
CID000000772,CID000004900,C0080274
5471,4172,interacts
CID000003784,CID000104741,C0013404
6187,81887,interacts
CID000002541,CID003002190,C0008033
CID000004409,CID005353980,C0038358
1131,1128,interacts
30815,6483,interacts
CID000002617,CID000119607,C0917801
CID000002576,CID000004927,C0518988
CID000005038,CID005311082,C0034065
CID000002311,CID000059708,C0030554
CID000001775,CID000002520,C0038454
CID000002803,CID000003333,C0004238
56647,55577,interacts
CID000004171,CID000004259,C1510431
CID000002083,CID000002676,C0085580
CID000003516,CID000004691,C0235946
CID000059708,CID000060854,C0027947
CID000002818,CID000005038,C0005001
CID000005651,CID000032797,C0085680
3791,147699,interacts
CID000000444,CID000002171,C0027051
481,55183,interacts
CID000002554,CID000170361,C1527344
CID000002678,CID000004112,C0007117
23352,80199,interacts
CID000003958,CID000216326,C0014038
CID000003345,CID000004205,C0037763
CID000000942,CID000003478,C0020625
CID000003440,CID005281104,C0038454
CID000003016,CID000005647,C0005758
CID000005719,CID000060795,C0015230
CID000001690,CID000002142,C0036974
CID000003075,CID000005152,C0004238
CID000005523,CID000110635,C0013404
CID000003440,CID000005038,C0040034
CID000004635,CID000110634,C0006325
CID000000271,CID000004900,C0020473
CID000003152,CID000005487,C0022660
CID000004158,CID000004679,C0026858
CID000003958,CID005311027,C1384666
6256,55588,interacts
CID000003961,CID000150311,C0030446
CID000000838,CID000002474,C0020538
CID000002088,CID000003825,C0151744
CID000004052,CID000125889,C0262365
CID000005212,CID000005245,C0020458
CID000002477,CID000004449,C0013428
CID000005372,CID000083786,C0023530
CID000003899,CID005311181,C0043352
CID000003308,CID000004054,C0085649
CID000003883,CID000060843,C0836924
CID000004107,CID000004205,C0031039
CID000002550,CID000003877,C0018099
CID000003075,CID000003386,C0020676
CID000003749,CID000077999,C0040822
CID000004212,CID000004236,C0030252
CID000005035,CID000005487,C0162429
CID000004927,CID000005478,C0020505
CID000004173,CID000004927,C0030446
CID000001983,CID000002802,C0156404
CID000001302,CID000004691,C0152030
CID000003003,CID000003405,C0011334
CID000005152,CID003002190,C0015468
23761,3169,interacts
CID000002732,CID000005656,C0040822
8313,8322,interacts
CID000004253,CID000004873,C0750426
CID000004052,CID000005391,C0015468
8355,10951,interacts
CID000004052,CID000119607,C0520474
CID000002895,CID000003405,C0155540
10574,25879,interacts
CID000002585,CID000005039,C0004144
57178,1499,interacts
CID000002130,CID000003446,C0001126
CID000005073,CID006398525,C0013221
CID000003062,CID000003958,C0026946
CID000003003,CID000003348,C0004604
CID000002269,CID000005203,C0010054
CID000003780,CID000004691,C0011849
CID000001983,CID000003749,C0009763
CID000004510,CID000004909,C0034063
CID000005039,CID000005076,C0014591
CID000002162,CID000005651,C0013604
CID000002812,CID005311297,C0013428
CID000004510,CID000004547,C0020461
CID000002550,CID000002764,C0178879
8886,83939,interacts
CID000003640,CID000005453,C0018989
CID000003957,CID000060147,C0015732
CID000002156,CID000004595,C0013404
CID000000143,CID000060852,C0042769
CID000002678,CID005353980,C0019360
CID000004171,CID000004499,C0008311
CID000000853,CID000002909,C0023798
CID000004812,CID000019090,C0000737
654364,2281,interacts
CID000005358,CID000005391,C0917801
CID000003386,CID000005656,C0024586
57062,54475,interacts
85365,8833,interacts
CID000003478,CID000091270,C0011849
CID000002284,CID000002678,C0013362
CID000004510,CID000508230,C0034065
CID000003958,CID000005651,C0267596
CID000002662,CID000005391,C0006118
CID000002520,CID000002576,C0398353
90417,1191,interacts
CID000004091,CID000005647,C0018808
CID000005391,CID000005487,C0013144
CID000003157,CID000005267,C0025222
CID000034312,CID000170361,C0020649
CID000003345,CID000003440,C0040435
29127,7272,interacts
CID000003883,CID000005212,C0026267
CID000000581,CID000004091,C0017168
CID000002520,CID000005358,C0004245
CID000004171,CID000004425,C0220981
CID000003937,CID000004107,C0041956
CID000002269,CID000003158,C0020505
CID000003308,CID000005732,C0004096
7167,191,interacts
50649,391,interacts
10616,10273,interacts
CID000005203,CID000005408,C0041582
CID000001690,CID000005426,C0018674
CID000000853,CID000147912,C0002871
CID000005090,CID000077999,C0008301
CID000004173,CID000060147,C0575081
CID000000271,CID000083786,C0024115
CID000008953,CID000041781,C0006277
CID000003640,CID000004927,C0016382
9731,1613,interacts
10592,2547,interacts
CID000001983,CID000003446,C0018965
CID000002249,CID000003696,C0006107
CID000002812,CID000003345,C0017181
CID000006691,CID005311297,C0019360
CID000005391,CID000060795,C0002962
CID000005002,CID000005064,C0020651
CID000000937,CID000004585,C0002103
CID000004889,CID000038904,C0030312
CID000003348,CID000003957,C0028259
CID000004510,CID005487301,C0003811
CID000003962,CID000005533,C0030196
CID000004635,CID000004894,C0004239
CID000002550,CID000004675,C0042514
CID000004112,CID000087177,C0011849
CID000004543,CID000005039,C0013362
CID000002909,CID000003648,C0004144
10733,84962,interacts
CID000005005,CID000123631,C0001418
CID000002678,CID000083786,C0026896
CID000002666,CID000005732,C0497156
CID000002656,CID000216326,C0036983
CID000000444,CID000004158,C0005745
CID000004900,CID000005005,C0037199
CID000005487,CID000160051,C0037763
CID000003310,CID000003640,C0398353
CID000005267,CID000005734,C0009676
CID000003016,CID000068740,C0221776
CID000002249,CID006398525,C0030252
CID000004946,CID000005556,C0522224
CID000002250,CID000005645,C0012813
CID000004034,CID000004509,C0019360
CID000002895,CID000005029,C0013473
CID000003962,CID000083786,C0020538
CID000003488,CID000060854,C0017979
CID000000772,CID000005645,C0030193
CID000002802,CID000005064,C0017152
CID000004034,CID000004635,C0031212
CID000010631,CID000068740,C0010054
CID000003339,CID000005523,C0027769
CID000003419,CID000004873,C0030252
CID000005732,CID000005978,C0000768
CID000000772,CID000005090,C0242184
CID000003325,CID000008953,C0521620
CID000003657,CID000004900,C0085652
CID000003559,CID000004506,C0037036
CID000004159,CID000150311,C0010054
CID000002022,CID000004451,C0002871
CID000002160,CID000002250,C0021345
CID000002088,CID000005029,C0262613
CID000004927,CID000034312,C0028081
CID000003143,CID000060198,C0027651
CID000005478,CID000054808,C0035854
CID000002658,CID000003405,C0020649
CID000002244,CID005493381,C0043096
CID000003016,CID000003957,C0014733
CID000003467,CID000004889,C0231218
CID000003062,CID000010631,C0020517
CID000003062,CID000003883,C0001339
CID000002083,CID000004513,C0030196
CID000003161,CID000004052,C0039504
6217,1973,interacts
CID000083786,CID000508230,C0032300
CID000002244,CID000002610,C0017181
5747,5923,interacts
9694,200728,interacts
CID000002118,CID000003672,C0266813
CID000000853,CID000005029,C0005818
CID000002520,CID000005203,C0080179
CID000005064,CID000005719,C0010054
CID000002554,CID000003702,C0033774
CID000000581,CID000002764,C0002962
CID000002088,CID000002895,C0009375
127247,3320,interacts
CID000003749,CID000004594,C0034359
CID000004594,CID000005732,C0080194
CID000060795,CID000060835,C0973461
CID000002550,CID000003062,C0042769
CID000003158,CID000004171,C0019080
8359,7403,interacts
CID000004873,CID003085017,C0015732
79958,5828,interacts
CID000002550,CID003468412,C0000737
CID000002678,CID000054454,C0019360
CID000003339,CID000003386,C0162429
CID000003962,CID000004052,C0149871
CID000002907,CID000005372,C0151699
CID000003883,CID000004909,C0041912
CID000004635,CID000054454,C0028084
81887,4691,interacts
CID000004159,CID000123620,C0020473
23649,7150,interacts
CID000005656,CID000034312,C0001339
CID000054454,CID000216239,C0038814
CID000000772,CID000005203,C0014457
CID000003158,CID000004205,C0006849
CID000001065,CID000003405,C0032285
CID000002250,CID000002786,C0019291
CID000004205,CID000004666,C0020295
CID000000581,CID000003345,C0235896
256126,1618,interacts
CID000005391,CID000005401,C0035078
CID000004253,CID000004583,C0028259
CID000002662,CID000005090,C0032533
CID000002771,CID000005732,C0158252
CID000002720,CID000003222,C0027404
CID000003157,CID000003410,C0004093
CID000000450,CID000005090,C0027404
CID000003062,CID000003345,C0040997
CID000001302,CID000003345,C0917801
CID000004900,CID000027661,C0000737
CID000004168,CID000005038,C0020488
CID000003767,CID000005647,C0085624
CID000002576,CID000002802,C0033581
CID000004200,CID000004927,C0014549
CID000003440,CID000004674,C0040046
9141,55183,interacts
306,8773,interacts
CID000003878,CID000004034,C0015672
CID000003062,CID000003958,C0262431
259290,259285,interacts
CID000002471,CID000003937,C0034069
54165,3182,interacts
CID000000853,CID000012536,C0008033
CID000002909,CID000003958,C0162429
CID000001690,CID000002909,C0043117
5078,2318,interacts
9509,56999,interacts
CID000002678,CID000004107,C0032285
6175,1615,interacts
CID000000159,CID000003446,C0231528
57511,3630,interacts
CID000001117,CID000060865,C0231528
CID000004616,CID000005039,C0023530
CID000003440,CID000074989,C0032285
CID000002554,CID000004205,C0022679
CID000004107,CID000005002,C0497247
9820,4926,interacts
CID000003440,CID000004635,C0042025
CID000002554,CID000003657,C0038525
CID000002585,CID000003715,C0024117
CID000002405,CID000005732,C0028754
84869,2936,interacts
CID000003325,CID000004594,C0029443
CID000002462,CID000004943,C0002994
CID000002162,CID000005184,C0030312
